date,2. high,3. low,Amazon
1999-11-01,71.88,66.31,
1999-11-02,70.0,65.06,
1999-11-03,68.5,65.0,
1999-11-04,67.19,61.0,
1999-11-05,65.5,62.25,
1999-11-08,80.0,63.5,
1999-11-09,83.06,70.0,
1999-11-10,75.0,70.13,
1999-11-11,75.0,71.38,
1999-11-12,75.0,70.81,
1999-11-15,76.0,73.31,
1999-11-16,79.63,73.75,
1999-11-17,80.0,75.44,
1999-11-18,78.19,75.25,
1999-11-19,78.13,76.06,
1999-11-22,82.5,76.0,
1999-11-23,85.63,76.25,
1999-11-24,87.75,83.25,
1999-11-26,95.13,90.5,
1999-11-29,96.88,90.13,
1999-11-30,88.88,83.81,
1999-12-01,87.63,81.97,
1999-12-02,91.31,85.63,
1999-12-03,93.38,86.06,
1999-12-06,89.88,84.69,
1999-12-07,88.0,84.38,
1999-12-08,93.0,86.75,
1999-12-09,113.0,93.44,
1999-12-10,112.0,104.4,
1999-12-13,106.6,101.5,
1999-12-14,104.0,95.0,
1999-12-15,99.44,91.0,
1999-12-16,98.75,93.5,
1999-12-17,97.63,93.81,
1999-12-20,101.6,95.06,
1999-12-21,100.4,96.56,
1999-12-22,100.6,95.5,
1999-12-23,99.0,89.06,
1999-12-27,88.25,80.13,
1999-12-28,86.5,81.56,
1999-12-29,85.38,82.63,
1999-12-30,85.13,78.5,
1999-12-31,79.38,76.0,
2000-01-03,89.56,80.0,
2000-01-04,91.5,81.75,
2000-01-05,75.13,69.63,
2000-01-06,72.69,64.0,
2000-01-07,70.5,66.19,
2000-01-10,72.63,65.56,
2000-01-11,70.0,65.0,
2000-01-12,68.0,63.0,
2000-01-13,67.19,63.13,
2000-01-14,68.5,64.0,
2000-01-18,65.19,63.0,
2000-01-19,67.5,63.0,
2000-01-20,67.0,63.94,
2000-01-21,64.63,60.0,
2000-01-24,73.38,67.5,
2000-01-25,71.25,66.0,
2000-01-26,70.0,64.75,
2000-01-27,67.75,64.63,
2000-01-28,66.44,60.0,
2000-01-31,64.75,58.44,
2000-02-01,70.63,64.38,
2000-02-02,72.25,67.75,
2000-02-03,85.94,77.38,
2000-02-04,82.75,78.0,
2000-02-07,76.88,73.13,
2000-02-08,84.0,73.44,
2000-02-09,83.73,80.02,
2000-02-10,79.88,75.5,
2000-02-11,79.13,75.5,
2000-02-14,75.75,73.56,
2000-02-15,76.19,70.63,
2000-02-16,73.44,70.63,
2000-02-17,71.31,68.0,
2000-02-18,69.0,63.88,
2000-02-22,66.5,63.06,
2000-02-23,71.75,64.69,
2000-02-24,71.38,65.63,
2000-02-25,69.38,65.19,
2000-02-28,67.19,64.13,
2000-02-29,68.97,65.88,
2000-03-01,68.5,65.0,
2000-03-02,65.0,62.19,
2000-03-03,64.75,62.06,
2000-03-06,67.25,62.81,
2000-03-07,65.81,62.13,
2000-03-08,64.75,60.56,
2000-03-09,69.0,62.19,
2000-03-10,68.53,65.0,
2000-03-13,66.63,63.0,
2000-03-14,66.94,63.38,
2000-03-15,65.13,62.0,
2000-03-16,66.38,60.0,
2000-03-17,66.38,64.5,
2000-03-20,64.5,62.38,
2000-03-21,73.0,62.25,
2000-03-22,74.0,69.25,
2000-03-23,70.94,67.5,
2000-03-24,67.69,67.69,
2000-03-27,75.13,71.75,
2000-03-28,72.75,69.47,
2000-03-29,69.88,65.0,
2000-03-30,67.38,64.0,
2000-03-31,67.13,63.0,
2000-04-03,65.69,62.0,
2000-04-04,65.44,55.75,
2000-04-05,64.94,60.5,
2000-04-06,65.5,61.88,
2000-04-07,68.63,64.13,
2000-04-10,68.44,63.25,
2000-04-11,66.0,61.25,
2000-04-12,64.38,56.25,
2000-04-13,58.75,47.94,
2000-04-14,52.38,40.81,
2000-04-17,52.0,44.63,
2000-04-18,56.25,47.13,
2000-04-19,55.31,51.69,
2000-04-20,53.69,49.88,
2000-04-24,51.56,44.88,
2000-04-25,54.13,50.25,
2000-04-26,57.44,52.45,
2000-04-27,55.25,48.5,
2000-04-28,55.63,53.13,
2000-05-01,60.31,55.25,
2000-05-02,60.0,55.88,
2000-05-03,56.56,53.0,
2000-05-04,56.5,53.13,
2000-05-05,58.63,54.13,
2000-05-08,59.25,55.44,
2000-05-09,57.75,53.0,
2000-05-10,55.38,49.0,
2000-05-11,55.75,50.94,
2000-05-12,56.5,53.13,
2000-05-15,56.5,50.88,
2000-05-16,59.88,56.0,
2000-05-17,62.38,57.0,
2000-05-18,60.88,55.13,
2000-05-19,55.75,52.25,
2000-05-22,53.13,46.88,
2000-05-23,51.88,46.5,
2000-05-24,49.75,40.44,
2000-05-25,50.0,45.5,
2000-05-26,47.75,44.0,
2000-05-30,51.88,47.31,
2000-05-31,52.25,49.63,
2000-06-01,51.13,46.38,
2000-06-02,58.13,52.25,
2000-06-05,56.25,52.5,
2000-06-06,54.56,50.25,
2000-06-07,52.19,50.13,
2000-06-08,53.44,51.63,
2000-06-09,53.25,51.88,
2000-06-12,52.19,47.0,
2000-06-13,49.5,46.25,
2000-06-14,49.88,46.0,
2000-06-15,47.94,45.31,
2000-06-16,47.44,45.38,
2000-06-19,45.88,43.5,
2000-06-20,48.63,45.13,
2000-06-21,46.94,45.06,
2000-06-22,46.44,41.63,
2000-06-23,37.0,32.47,
2000-06-26,35.33,32.81,
2000-06-27,38.5,33.5,
2000-06-28,39.94,36.13,
2000-06-29,38.5,36.13,
2000-06-30,37.25,35.5,
2000-07-03,37.5,36.5,
2000-07-05,38.5,36.38,
2000-07-06,37.38,34.75,
2000-07-07,37.0,35.25,
2000-07-10,36.38,35.0,
2000-07-11,35.25,32.63,
2000-07-12,36.13,34.25,
2000-07-13,36.0,34.88,
2000-07-14,43.2,36.31,
2000-07-17,43.94,40.25,
2000-07-18,43.63,39.5,
2000-07-19,41.56,39.0,
2000-07-20,43.38,39.5,
2000-07-21,42.5,40.44,
2000-07-24,41.38,38.06,
2000-07-25,38.75,33.25,
2000-07-26,36.72,34.06,
2000-07-27,32.0,29.75,
2000-07-28,32.13,29.0,
2000-07-31,30.25,27.88,
2000-08-01,32.25,30.25,
2000-08-02,32.0,30.22,
2000-08-03,31.75,29.31,
2000-08-04,34.19,31.5,
2000-08-07,34.25,31.63,
2000-08-08,33.38,32.44,
2000-08-09,32.38,30.38,
2000-08-10,31.75,29.75,
2000-08-11,34.0,30.31,
2000-08-14,35.19,32.69,
2000-08-15,38.31,34.38,
2000-08-16,39.88,37.56,
2000-08-17,39.06,36.88,
2000-08-18,40.13,38.94,
2000-08-21,39.88,36.5,
2000-08-22,38.19,36.06,
2000-08-23,39.5,35.0,
2000-08-24,40.5,38.81,
2000-08-25,40.06,38.56,
2000-08-28,42.5,38.56,
2000-08-29,40.88,38.88,
2000-08-30,43.97,42.0,
2000-08-31,43.19,41.44,
2000-09-01,42.5,41.0,
2000-09-05,46.31,40.25,
2000-09-06,49.63,45.69,
2000-09-07,47.0,43.0,
2000-09-08,45.0,42.5,
2000-09-11,45.22,42.19,
2000-09-12,44.19,42.25,
2000-09-13,43.13,41.0,
2000-09-14,46.0,43.75,
2000-09-15,45.44,42.88,
2000-09-18,44.63,41.88,
2000-09-19,42.75,39.13,
2000-09-20,40.5,37.38,
2000-09-21,40.5,37.25,
2000-09-22,42.13,38.31,
2000-09-25,42.56,40.0,
2000-09-26,41.13,39.56,
2000-09-27,39.63,35.5,
2000-09-28,40.25,37.13,
2000-09-29,41.25,37.63,
2000-10-02,38.44,35.25,
2000-10-03,37.25,35.0,
2000-10-04,37.06,32.5,
2000-10-05,36.63,32.0,
2000-10-06,33.25,30.19,
2000-10-09,30.56,27.38,
2000-10-10,32.72,28.88,
2000-10-11,30.25,27.63,
2000-10-12,28.81,24.63,
2000-10-13,28.88,23.5,
2000-10-16,28.31,24.13,
2000-10-17,25.19,20.88,
2000-10-18,25.38,19.38,
2000-10-19,28.13,24.19,
2000-10-20,31.25,27.13,
2000-10-23,30.38,27.63,
2000-10-24,33.88,28.81,
2000-10-25,36.5,31.75,
2000-10-26,37.5,31.0,
2000-10-27,37.5,33.88,
2000-10-30,34.38,30.27,
2000-10-31,36.88,32.06,
2000-11-01,40.0,35.69,
2000-11-02,39.88,37.5,
2000-11-03,40.88,36.88,
2000-11-06,38.63,34.75,
2000-11-07,39.44,35.56,
2000-11-08,37.0,33.25,
2000-11-09,33.0,29.88,
2000-11-10,31.88,30.0,
2000-11-13,30.11,27.44,
2000-11-14,29.88,25.75,
2000-11-15,30.81,28.44,
2000-11-16,30.5,27.75,
2000-11-17,29.63,26.88,
2000-11-20,27.94,25.0,
2000-11-21,26.88,23.63,
2000-11-22,27.5,22.13,
2000-11-24,29.13,26.06,
2000-11-27,30.75,27.0,
2000-11-28,26.19,24.63,
2000-11-29,27.5,24.25,
2000-11-30,26.19,22.88,
2000-12-01,26.75,23.0,
2000-12-04,27.19,23.25,
2000-12-05,27.63,24.75,
2000-12-06,26.0,23.63,
2000-12-07,23.44,20.13,
2000-12-08,24.69,21.25,
2000-12-11,26.13,21.75,
2000-12-12,27.5,24.31,
2000-12-13,26.63,23.5,
2000-12-14,24.69,22.59,
2000-12-15,24.25,22.0,
2000-12-18,21.19,18.94,
2000-12-19,20.88,17.38,
2000-12-20,17.88,15.63,
2000-12-21,17.75,14.88,
2000-12-22,16.55,15.25,
2000-12-26,18.5,16.25,
2000-12-27,17.44,15.56,
2000-12-28,18.25,16.63,
2000-12-29,17.13,15.0,
2001-01-02,16.0,13.63,
2001-01-03,17.88,13.56,
2001-01-04,17.56,15.44,
2001-01-05,15.88,13.56,
2001-01-08,15.56,13.75,
2001-01-09,16.63,14.56,
2001-01-10,17.0,15.56,
2001-01-11,17.31,15.63,
2001-01-12,18.5,17.13,
2001-01-16,18.38,17.25,
2001-01-17,19.56,17.75,
2001-01-18,19.5,17.94,
2001-01-19,20.38,18.69,
2001-01-22,19.94,18.5,
2001-01-23,19.31,18.25,
2001-01-24,22.38,19.0,
2001-01-25,21.75,19.0,
2001-01-26,20.5,18.88,
2001-01-29,20.75,18.81,
2001-01-30,20.69,18.67,
2001-01-31,19.56,17.06,
2001-02-01,17.19,15.75,
2001-02-02,16.19,14.25,
2001-02-05,14.94,14.31,
2001-02-06,15.88,13.56,
2001-02-07,15.81,14.56,
2001-02-08,15.88,14.38,
2001-02-09,14.75,13.38,
2001-02-12,15.0,13.7,
2001-02-13,15.06,13.75,
2001-02-14,14.75,13.5,
2001-02-15,14.63,13.5,
2001-02-16,14.13,13.31,
2001-02-20,13.69,12.44,
2001-02-21,12.5,11.31,
2001-02-22,12.13,11.38,
2001-02-23,12.06,11.06,
2001-02-26,12.25,11.5,
2001-02-27,12.13,11.63,
2001-02-28,11.75,9.938,
2001-03-01,10.69,9.594,
2001-03-02,10.63,10.0,
2001-03-05,13.06,11.5,
2001-03-06,14.0,11.25,
2001-03-07,12.56,11.44,
2001-03-08,12.0,11.63,
2001-03-09,12.5,11.38,
2001-03-12,11.69,10.5,
2001-03-13,11.06,10.5,
2001-03-14,10.94,10.13,
2001-03-15,11.44,10.81,
2001-03-16,11.06,10.25,
2001-03-19,11.31,10.13,
2001-03-20,11.5,10.13,
2001-03-21,10.44,10.0,
2001-03-22,10.25,9.563,
2001-03-23,10.81,9.938,
2001-03-26,11.29,10.62,
2001-03-27,11.8,10.51,
2001-03-28,11.16,10.75,
2001-03-29,11.03,10.0,
2001-03-30,10.84,9.91,
2001-04-02,10.53,8.5,
2001-04-03,9.15,8.5,
2001-04-04,9.0,8.1,
2001-04-05,9.3,8.72,
2001-04-06,8.9,8.2,
2001-04-09,11.9,10.7,
2001-04-10,13.5,11.2,
2001-04-11,13.65,12.18,
2001-04-12,15.01,13.0,
2001-04-16,14.54,13.65,
2001-04-17,14.87,13.75,
2001-04-18,18.16,15.55,
2001-04-19,16.9,15.69,
2001-04-20,16.2,14.97,
2001-04-23,17.46,16.02,
2001-04-24,16.8,15.48,
2001-04-25,16.1,14.6,
2001-04-26,16.5,15.0,
2001-04-27,15.73,15.02,
2001-04-30,16.9,15.59,
2001-05-01,17.0,15.8,
2001-05-02,17.43,16.84,
2001-05-03,17.0,16.25,
2001-05-04,17.6,15.93,
2001-05-07,17.53,16.51,
2001-05-08,16.49,15.6,
2001-05-09,15.66,15.0,
2001-05-10,15.64,14.6,
2001-05-11,14.8,14.0,
2001-05-14,14.53,13.16,
2001-05-15,14.3,13.14,
2001-05-16,14.38,13.1,
2001-05-17,15.0,14.03,
2001-05-18,15.0,14.5,
2001-05-21,16.42,14.75,
2001-05-22,17.0,15.9,
2001-05-23,16.8,15.12,
2001-05-24,16.75,15.25,
2001-05-25,17.53,16.37,
2001-05-29,17.54,16.7,
2001-05-30,17.0,15.62,
2001-05-31,17.2,15.75,
2001-06-01,17.31,16.39,
2001-06-04,17.4,16.15,
2001-06-05,17.92,16.0,
2001-06-06,16.72,15.48,
2001-06-07,16.23,15.69,
2001-06-08,16.33,15.65,
2001-06-11,15.55,14.45,
2001-06-12,14.79,14.32,
2001-06-13,15.15,14.11,
2001-06-14,14.12,13.16,
2001-06-15,13.46,12.3,
2001-06-18,12.7,11.67,
2001-06-19,12.65,11.2,
2001-06-20,12.7,11.2,
2001-06-21,13.2,12.59,
2001-06-22,13.28,12.38,
2001-06-25,13.14,12.57,
2001-06-26,13.74,12.04,
2001-06-27,14.25,13.65,
2001-06-28,14.59,13.77,
2001-06-29,14.65,13.72,
2001-07-02,14.71,13.85,
2001-07-03,14.5,14.0,
2001-07-05,15.45,14.2,
2001-07-06,15.72,14.8,
2001-07-09,15.9,15.11,
2001-07-10,16.12,14.82,
2001-07-11,15.8,14.95,
2001-07-12,16.54,15.7,
2001-07-13,17.0,16.1,
2001-07-16,17.42,16.01,
2001-07-17,16.49,15.83,
2001-07-18,16.65,15.88,
2001-07-19,16.8,16.14,
2001-07-20,17.25,16.45,
2001-07-23,17.13,15.96,
2001-07-24,14.0,11.9,
2001-07-25,12.31,11.07,
2001-07-26,12.75,11.23,
2001-07-27,12.43,11.7,
2001-07-30,12.75,11.98,
2001-07-31,12.86,12.23,
2001-08-01,12.86,12.17,
2001-08-02,12.6,12.1,
2001-08-03,12.39,12.11,
2001-08-06,12.2,11.85,
2001-08-07,11.9,11.52,
2001-08-08,11.55,11.03,
2001-08-09,11.17,10.25,
2001-08-10,10.65,9.94,
2001-08-13,10.3,9.77,
2001-08-14,11.04,10.27,
2001-08-15,10.83,10.0,
2001-08-16,10.15,9.4,
2001-08-17,10.09,9.45,
2001-08-20,10.41,9.95,
2001-08-21,10.79,9.88,
2001-08-22,10.23,9.588,
2001-08-23,10.16,9.57,
2001-08-24,10.3,9.72,
2001-08-27,10.27,9.91,
2001-08-28,10.15,9.56,
2001-08-29,10.05,9.01,
2001-08-30,9.49,8.55,
2001-08-31,9.3,8.69,
2001-09-04,9.19,8.52,
2001-09-05,8.68,6.85,
2001-09-06,8.19,7.67,
2001-09-07,8.61,7.85,
2001-09-10,8.65,8.06,
2001-09-17,8.05,7.05,
2001-09-18,7.75,7.25,
2001-09-19,7.45,6.64,
2001-09-20,7.64,7.05,
2001-09-21,7.72,6.69,
2001-09-24,7.83,7.34,
2001-09-25,7.569,7.02,
2001-09-26,7.23,6.0,
2001-09-27,6.64,5.67,
2001-09-28,6.47,5.83,
2001-10-01,6.1,5.51,
2001-10-02,6.17,5.95,
2001-10-03,7.21,6.02,
2001-10-04,7.87,6.68,
2001-10-05,7.9,6.74,
2001-10-08,7.3,6.91,
2001-10-09,7.12,6.67,
2001-10-10,7.31,6.8,
2001-10-11,8.16,7.5,
2001-10-12,8.15,7.47,
2001-10-15,9.2,8.23,
2001-10-16,9.75,9.11,
2001-10-17,9.99,8.85,
2001-10-18,9.23,8.38,
2001-10-19,8.52,7.5,
2001-10-22,8.83,8.04,
2001-10-23,9.6,8.85,
2001-10-24,8.15,7.4,
2001-10-25,7.78,7.15,
2001-10-26,8.011,7.51,
2001-10-29,7.66,7.04,
2001-10-30,7.03,6.32,
2001-10-31,7.02,6.55,
2001-11-01,7.1,6.6,
2001-11-02,6.95,6.67,
2001-11-05,7.2,6.96,
2001-11-06,7.13,6.91,
2001-11-07,7.68,7.0,
2001-11-08,7.67,6.74,
2001-11-09,7.22,6.97,
2001-11-12,7.24,6.8,
2001-11-13,7.53,7.2,
2001-11-14,9.49,7.6,
2001-11-15,9.9,8.75,
2001-11-16,9.35,8.75,
2001-11-19,9.5,9.0,
2001-11-20,9.3,8.6,
2001-11-21,8.97,8.04,
2001-11-23,9.14,8.56,
2001-11-26,12.22,9.8,
2001-11-27,12.25,11.22,
2001-11-28,12.4,11.18,
2001-11-29,11.9,10.79,
2001-11-30,11.55,10.8,
2001-12-03,11.08,10.48,
2001-12-04,12.05,10.71,
2001-12-05,12.8,11.75,
2001-12-06,12.4,11.85,
2001-12-07,12.3,11.5,
2001-12-10,12.15,11.44,
2001-12-11,12.43,11.78,
2001-12-12,12.5,11.63,
2001-12-13,11.8,10.85,
2001-12-14,11.2,10.07,
2001-12-17,11.14,10.18,
2001-12-18,11.36,10.62,
2001-12-19,11.15,10.51,
2001-12-20,10.83,10.14,
2001-12-21,11.06,10.0,
2001-12-24,10.22,9.51,
2001-12-26,11.29,10.87,
2001-12-27,11.49,10.57,
2001-12-28,11.08,10.69,
2001-12-31,11.19,10.74,
2002-01-02,11.0,10.49,
2002-01-03,11.94,11.05,
2002-01-04,12.4,11.95,
2002-01-07,12.52,12.08,
2002-01-08,12.32,11.75,
2002-01-09,12.17,11.3,
2002-01-10,11.67,10.87,
2002-01-11,11.34,10.93,
2002-01-14,10.83,10.09,
2002-01-15,10.42,10.16,
2002-01-16,10.01,9.03,
2002-01-17,9.85,9.4,
2002-01-18,10.55,9.39,
2002-01-22,12.8,12.15,
2002-01-23,12.6,11.9,
2002-01-24,14.06,12.71,
2002-01-25,15.39,13.39,
2002-01-28,15.77,14.76,
2002-01-29,15.55,13.97,
2002-01-30,14.25,13.2,
2002-01-31,14.49,13.41,
2002-02-01,14.09,13.35,
2002-02-04,13.09,12.43,
2002-02-05,12.29,11.16,
2002-02-06,12.0,11.2,
2002-02-07,11.85,11.06,
2002-02-08,12.67,11.5,
2002-02-11,13.5,12.54,
2002-02-12,13.24,12.5,
2002-02-13,13.33,13.06,
2002-02-14,14.26,13.3,
2002-02-15,14.04,13.27,
2002-02-19,13.84,12.8,
2002-02-20,13.4,12.15,
2002-02-21,13.65,12.9,
2002-02-22,13.23,12.7,
2002-02-25,13.74,13.0,
2002-02-26,14.49,13.45,
2002-02-27,14.73,14.12,
2002-02-28,14.75,13.93,
2002-03-01,15.4,14.12,
2002-03-04,16.49,15.4,
2002-03-05,16.68,15.53,
2002-03-06,16.59,14.82,
2002-03-07,16.95,15.4,
2002-03-08,16.96,15.93,
2002-03-11,16.88,15.86,
2002-03-12,16.59,16.04,
2002-03-13,16.34,15.64,
2002-03-14,15.5,14.28,
2002-03-15,14.29,13.55,
2002-03-18,15.28,14.14,
2002-03-19,15.4,14.56,
2002-03-20,15.13,14.3,
2002-03-21,15.24,14.56,
2002-03-22,15.6,15.1,
2002-03-25,15.73,14.72,
2002-03-26,15.45,14.55,
2002-03-27,14.35,13.7,
2002-03-28,14.65,14.25,
2002-04-01,14.8,14.14,
2002-04-02,15.09,14.19,
2002-04-03,14.45,13.6,
2002-04-04,13.8,13.23,
2002-04-05,14.04,13.31,
2002-04-08,13.96,12.96,
2002-04-09,14.59,13.56,
2002-04-10,14.0,13.05,
2002-04-11,13.28,12.52,
2002-04-12,13.61,12.85,
2002-04-15,14.1,13.35,
2002-04-16,14.29,13.72,
2002-04-17,15.0,14.24,
2002-04-18,14.86,13.95,
2002-04-19,14.74,14.15,
2002-04-22,14.85,14.15,
2002-04-23,14.75,13.88,
2002-04-24,16.85,15.05,
2002-04-25,17.05,16.41,
2002-04-26,16.95,16.32,
2002-04-29,17.0,15.9,
2002-04-30,16.76,15.93,
2002-05-01,17.05,16.42,
2002-05-02,16.65,16.25,
2002-05-03,16.4,15.75,
2002-05-06,16.49,15.75,
2002-05-07,16.35,16.03,
2002-05-08,17.46,16.5,
2002-05-09,18.23,17.1,
2002-05-10,17.96,16.8,
2002-05-13,17.63,16.85,
2002-05-14,19.45,18.02,
2002-05-15,20.4,18.35,
2002-05-16,19.95,19.29,
2002-05-17,20.0,18.81,
2002-05-20,19.48,18.77,
2002-05-21,19.8,18.55,
2002-05-22,19.13,18.22,
2002-05-23,19.55,18.61,
2002-05-24,19.69,19.06,
2002-05-28,19.61,18.77,
2002-05-29,19.1,18.8,
2002-05-30,18.94,18.08,
2002-05-31,18.89,18.2,
2002-06-03,18.5,17.93,
2002-06-04,18.14,17.47,
2002-06-05,18.18,17.45,
2002-06-06,18.41,17.76,
2002-06-07,18.65,17.85,
2002-06-10,18.12,17.02,
2002-06-11,17.79,17.13,
2002-06-12,17.15,16.26,
2002-06-13,17.5,16.74,
2002-06-14,17.4,16.26,
2002-06-17,18.48,16.86,
2002-06-18,19.16,18.09,
2002-06-19,19.1,18.27,
2002-06-20,18.38,17.34,
2002-06-21,17.79,17.34,
2002-06-24,17.78,16.94,
2002-06-25,16.95,15.04,
2002-06-26,15.93,14.68,
2002-06-27,16.47,15.3,
2002-06-28,16.36,15.4,
2002-07-01,16.17,13.52,
2002-07-02,14.16,13.0,
2002-07-03,14.46,12.89,
2002-07-05,15.23,14.37,
2002-07-08,15.85,14.68,
2002-07-09,16.03,14.99,
2002-07-10,15.94,14.65,
2002-07-11,15.84,14.0,
2002-07-12,16.19,15.25,
2002-07-15,15.98,15.0,
2002-07-16,17.08,15.66,
2002-07-17,17.16,15.32,
2002-07-18,16.59,15.53,
2002-07-19,15.72,15.07,
2002-07-22,15.65,15.0,
2002-07-23,15.88,14.4,
2002-07-24,14.16,12.26,
2002-07-25,14.01,12.4,
2002-07-26,13.11,12.5,
2002-07-29,14.46,13.23,
2002-07-30,14.9,14.08,
2002-07-31,14.66,14.14,
2002-08-01,14.5,13.99,
2002-08-02,14.14,13.45,
2002-08-05,13.79,12.78,
2002-08-06,13.9,13.14,
2002-08-07,13.94,12.85,
2002-08-08,14.1,13.06,
2002-08-09,14.75,13.6,
2002-08-12,14.49,13.95,
2002-08-13,14.67,13.91,
2002-08-14,14.06,13.32,
2002-08-15,14.75,13.92,
2002-08-16,15.01,14.31,
2002-08-19,15.52,14.67,
2002-08-20,15.99,15.31,
2002-08-21,15.97,15.2,
2002-08-22,15.95,14.92,
2002-08-23,15.72,14.95,
2002-08-26,15.44,14.68,
2002-08-27,15.27,14.5,
2002-08-28,14.97,14.35,
2002-08-29,15.19,14.21,
2002-08-30,15.38,14.75,
2002-09-03,15.03,14.49,
2002-09-04,14.96,14.26,
2002-09-05,14.72,14.24,
2002-09-06,15.48,14.56,
2002-09-09,16.65,15.06,
2002-09-10,17.35,16.42,
2002-09-11,17.85,17.04,
2002-09-12,17.13,16.61,
2002-09-13,16.99,16.5,
2002-09-16,16.93,16.45,
2002-09-17,17.75,16.77,
2002-09-18,17.93,16.95,
2002-09-19,17.64,17.17,
2002-09-20,17.64,15.45,
2002-09-23,16.44,15.59,
2002-09-24,16.37,15.6,
2002-09-25,16.39,15.29,
2002-09-26,17.35,15.71,
2002-09-27,17.4,16.82,
2002-09-30,16.85,15.85,
2002-10-01,17.06,16.01,
2002-10-02,17.64,16.7,
2002-10-03,17.25,16.66,
2002-10-04,17.15,16.38,
2002-10-07,16.96,16.37,
2002-10-08,17.06,16.46,
2002-10-09,17.13,16.6,
2002-10-10,17.97,17.15,
2002-10-11,18.74,18.1,
2002-10-14,19.23,18.17,
2002-10-15,20.14,18.65,
2002-10-16,19.66,18.25,
2002-10-17,20.22,18.43,
2002-10-18,19.29,18.36,
2002-10-21,19.53,18.73,
2002-10-22,19.91,18.9,
2002-10-23,19.82,19.37,
2002-10-24,20.26,19.8,
2002-10-25,19.36,18.49,
2002-10-28,19.73,18.4,
2002-10-29,18.92,18.07,
2002-10-30,19.73,18.4,
2002-10-31,19.48,18.85,
2002-11-01,19.9,19.09,
2002-11-04,19.81,18.59,
2002-11-05,18.87,18.2,
2002-11-06,19.39,18.26,
2002-11-07,19.3,18.77,
2002-11-08,19.67,18.81,
2002-11-11,19.55,18.8,
2002-11-12,19.99,19.01,
2002-11-13,21.0,19.61,
2002-11-14,21.49,20.95,
2002-11-15,22.35,21.09,
2002-11-18,23.74,22.15,
2002-11-19,21.89,21.23,
2002-11-20,23.0,21.22,
2002-11-21,23.85,23.21,
2002-11-22,24.28,23.1,
2002-11-25,24.5,23.82,
2002-11-26,24.21,23.38,
2002-11-27,24.24,23.71,
2002-11-29,24.38,23.33,
2002-12-02,25.0,24.0,
2002-12-03,23.98,23.38,
2002-12-04,23.8,22.96,
2002-12-05,23.68,22.2,
2002-12-06,22.69,21.51,
2002-12-09,22.35,21.6,
2002-12-10,21.99,21.24,
2002-12-11,22.38,21.62,
2002-12-12,22.62,21.81,
2002-12-13,22.35,21.87,
2002-12-16,22.53,22.04,
2002-12-17,22.56,22.32,
2002-12-18,22.26,21.98,
2002-12-19,22.2,21.53,
2002-12-20,22.01,21.61,
2002-12-23,22.47,21.78,
2002-12-24,22.28,21.88,
2002-12-26,21.6,20.0,
2002-12-27,20.1,18.43,
2002-12-30,19.4,18.74,
2002-12-31,19.56,18.83,
2003-01-02,19.68,18.55,
2003-01-03,20.53,19.41,
2003-01-06,21.17,20.3,
2003-01-07,21.75,20.6,
2003-01-08,21.6,20.82,
2003-01-09,21.7,20.9,
2003-01-10,21.67,20.81,
2003-01-13,22.1,21.25,
2003-01-14,22.76,21.66,
2003-01-15,22.61,21.94,
2003-01-16,22.1,21.45,
2003-01-17,21.71,21.23,
2003-01-21,21.61,20.36,
2003-01-22,21.7,20.75,
2003-01-23,22.04,21.15,
2003-01-24,23.29,21.9,
2003-01-27,22.37,21.64,
2003-01-28,21.97,21.23,
2003-01-29,21.97,21.23,
2003-01-30,22.4,21.74,
2003-01-31,22.27,21.56,
2003-02-03,22.44,21.82,
2003-02-04,22.14,21.57,
2003-02-05,22.5,22.03,
2003-02-06,22.48,21.93,
2003-02-07,22.11,21.2,
2003-02-10,21.41,20.57,
2003-02-11,21.6,20.69,
2003-02-12,21.2,20.66,
2003-02-13,21.0,19.61,
2003-02-14,20.23,19.71,
2003-02-18,21.41,20.15,
2003-02-19,21.25,21.02,
2003-02-20,21.5,21.09,
2003-02-21,21.83,21.04,
2003-02-24,22.18,21.64,
2003-02-25,22.0,21.4,
2003-02-26,21.98,21.62,
2003-02-27,21.77,20.25,
2003-02-28,22.02,21.43,
2003-03-03,22.61,21.74,
2003-03-04,22.35,21.36,
2003-03-05,22.62,22.02,
2003-03-06,22.85,22.12,
2003-03-07,23.04,22.26,
2003-03-10,22.96,22.55,
2003-03-11,22.92,22.52,
2003-03-12,23.38,22.49,
2003-03-13,24.59,23.13,
2003-03-14,24.9,24.2,
2003-03-17,26.84,24.4,
2003-03-18,26.84,26.1,
2003-03-19,26.69,26.17,
2003-03-20,27.63,26.13,
2003-03-21,27.95,27.04,
2003-03-24,27.27,26.2,
2003-03-25,27.09,26.21,
2003-03-26,27.87,26.71,
2003-03-27,28.04,27.45,
2003-03-28,27.95,27.1,
2003-03-31,26.74,25.96,
2003-04-01,25.59,25.06,
2003-04-02,26.48,25.846,
2003-04-03,27.09,26.02,
2003-04-04,26.83,25.95,
2003-04-07,27.56,26.75,
2003-04-08,26.8,26.45,
2003-04-09,26.37,24.84,
2003-04-10,25.94,24.78,
2003-04-11,26.24,25.42,
2003-04-14,25.15,24.5,
2003-04-15,25.43,24.82,
2003-04-16,25.5,24.13,
2003-04-17,25.01,24.35,
2003-04-21,26.17,24.9,
2003-04-22,25.69,24.82,
2003-04-23,26.55,25.36,
2003-04-24,25.629,24.77,
2003-04-25,29.0,27.82,
